pair_index,label,orig_id,anon_id,euclidean_distance,manhattan_distance,cosine_similarity,education_diff,education_equal,marital_status_diff,marital_status_equal,sex_diff,sex_equal,age_match,industry_match,overall_similarity,industry_diff,industry_equal,education_match,age_diff,age_equal,attack_score
150,0,,,29995.000066677778,29997.0,0.9999999948722226,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,29995.0,0.0,0.0,0.0,0.0,0.2177991015623726
151,0,,,1893.0169043090975,1901.0,0.9999999967826992,8.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,1893.0,0.0,0.0,0.0,0.0,0.22377758791426575
152,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.11870371469690937
153,0,,,2.0,2.0,0.9994056463070784,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
154,0,,,2.0,2.0,0.9998098045724798,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.119740001270981
155,0,,,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.35263034911037655
156,0,,,3.0,3.0,0.9982425637157208,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.11870371469690937
157,0,,,43988.0,43988.0,0.999999967230284,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,43988.0,0.0,0.0,0.0,0.0,0.2149620800132308
158,0,,,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.35263034911037655
159,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.11870371469690937
160,0,,,2.0,2.0,0.999076724020674,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
161,0,,,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.35263034911037655
162,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.11870371469690937
163,0,,,2.0,2.0,0.9968410582470292,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.10187361686492287
164,0,,,2916.000171467759,2917.0,0.9999999997754164,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,2916.0,0.0,0.0,0.0,0.0,0.22033273522447683
165,0,,,390.0012820491748,391.0,0.9999999999300012,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,390.0,0.0,0.0,0.0,0.0,0.13086323270459835
166,0,,,2.0,2.0,0.9914573982080404,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1860525910895069
167,0,,,3.0,3.0,0.9995044352735956,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.11870371469690937
168,0,,,27058.0,27058.0,0.99999988243389,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,27058.0,0.0,0.0,0.0,0.0,0.1137773467757721
169,0,,,2.0,2.0,0.9994056463070784,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
170,0,,,3472.000288018421,3474.0,0.9999999236420016,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,3472.0,0.0,0.0,0.0,0.0,0.18982677084780278
171,0,,,30201.0,30201.0,0.999999997918017,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,30201.0,0.0,0.0,0.0,0.0,0.25903736848123904
172,0,,,2.0,2.0,0.9994056463070784,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
173,0,,,2.0,2.0,0.9986187838711752,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
174,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.11870371469690937
175,0,,,1362.0018355347397,1365.0,0.9999999997079372,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,1362.0,0.0,0.0,0.0,0.0,0.20966433956776206
176,0,,,4.0,4.0,0.9992553376127098,4.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2720515274630027
177,0,,,2.0,2.0,0.9964589123924024,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.10187361686492287
178,0,,,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.35263034911037655
179,0,,,2.0,2.0,0.9994056463070784,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
180,0,,,1.0,1.0,0.9428090415820636,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.14269598278791643
181,0,,,2.0,2.0,0.999076724020674,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
182,0,,,4010.0,4010.0,0.99999997892005,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,4010.0,0.0,0.0,0.0,0.0,0.47247263945886836
183,0,,,971.0046343864688,974.0,0.9999999993148868,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,971.0,0.0,0.0,0.0,0.0,0.10600945107862421
184,0,,,2809.0028479871644,2813.0,0.9999999952673236,4.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,2809.0,0.0,0.0,0.0,0.0,0.12469283735733239
185,0,,,9900.000454545445,9903.0,0.9999999943305008,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,9900.0,0.0,0.0,0.0,0.0,0.11101182571000003
186,0,,,1.0,1.0,0.9999999999295248,0.0,1.0,1.0,0,0.0,1,0.0,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.9242180312204676
187,0,,,2.0,2.0,0.9941348467724342,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1896369632452877
188,0,,,2.0,2.0,0.9986054207456784,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
189,0,,,27920.00007163324,27922.0,0.9999999990652904,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,27920.0,0.0,0.0,0.0,0.0,0.12952996612999096
190,0,,,2.0,2.0,0.999076724020674,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
191,0,,,130.00384609695206,131.0,0.9999999997815276,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,130.0,0.0,0.0,0.0,0.0,0.1490474807231079
192,0,,,3209.001402305708,3212.0,0.9999998755101424,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,3209.0,0.0,0.0,0.0,0.0,0.10600945107862421
193,0,,,2.0,2.0,0.9992990141526302,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
194,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.11870371469690937
195,0,,,21020.000214081825,21023.0,0.9999999952882476,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,21020.0,0.0,0.0,0.0,0.0,0.16052257795674624
196,0,,,8.0,8.0,0.9216834022291704,8.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4810672658606186
197,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.11870371469690937
198,0,,,2.0,2.0,0.9992990141526302,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
199,0,,,2.0,2.0,0.9978443605023736,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0827847095877778
