pair_index,label,orig_id,anon_id,euclidean_distance,manhattan_distance,cosine_similarity,sex_diff,sex_equal,district_diff,district_equal,education_diff,education_equal,marital_status_diff,marital_status_equal,B_year_diff,B_year_equal,employment_status_diff,employment_status_equal,industry_diff,industry_equal,main_activity_diff,main_activity_equal,age_match,overall_similarity
532,1,485.0,334.0,2992.001504010317,2995.0,0.9999997984352681,0.0,1,0.0,1,0.0,1,0.0,1,3.0,0,0.0,1,2992.0,0,0.0,1,1,0.7777777777777778
533,1,852.0,335.0,16.278820596099706,19.0,0.9999987383379422,0.0,1,0.0,1,3.0,0,0.0,1,16.0,0,0.0,1,0.0,1,0.0,1,1,0.7777777777777778
534,1,851.0,336.0,5.0990195135927845,6.0,0.9999998767709121,0.0,1,0.0,1,1.0,0,0.0,1,5.0,0,0.0,1,0.0,1,0.0,1,1,0.7777777777777778
535,1,774.0,337.0,710.0049295603517,715.0,0.9999999839816415,1.0,0,0.0,1,1.0,0,0.0,1,1.0,0,2.0,0,710.0,0,0.0,1,1,0.4444444444444444
536,1,945.0,338.0,12884.001513505034,12895.0,0.999995030000177,0.0,1,0.0,1,3.0,0,0.0,1,5.0,0,2.0,0,12884.0,0,1.0,0,1,0.4444444444444444
537,1,612.0,341.0,12.0,12.0,0.9999999984700529,0.0,1,0.0,1,0.0,1,0.0,1,12.0,0,0.0,1,0.0,1,0.0,1,1,0.8888888888888888
538,1,639.0,350.0,9.1104335791443,11.0,0.9999997314174986,0.0,1,0.0,1,1.0,0,0.0,1,9.0,0,0.0,1,0.0,1,1.0,0,1,0.6666666666666666
539,1,1044.0,360.0,6112.002045156726,6119.0,0.9999802777134978,0.0,1,0.0,1,3.0,0,0.0,1,4.0,0,0.0,1,6112.0,0,0.0,1,1,0.6666666666666666
540,1,153.0,361.0,608.0098683409669,614.0,0.9999998791953275,0.0,1,0.0,1,2.0,0,0.0,1,2.0,0,2.0,0,608.0,0,0.0,1,1,0.5555555555555556
541,1,508.0,363.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
542,1,688.0,364.0,2.23606797749979,3.0,0.9999998666375193,0.0,1,0.0,1,1.0,0,0.0,1,2.0,0,0.0,1,0.0,1,0.0,1,1,0.7777777777777778
543,1,34.0,366.0,27.09243436828813,30.0,0.999999399580029,0.0,1,0.0,1,2.0,0,0.0,1,27.0,0,0.0,1,0.0,1,1.0,0,1,0.6666666666666666
544,1,372.0,367.0,3390.0036873136287,3397.0,0.9990901432105413,0.0,1,0.0,1,0.0,1,0.0,1,4.0,0,3.0,0,3390.0,0,0.0,1,1,0.6666666666666666
545,1,966.0,370.0,40.11234224026316,43.0,0.9999989138404923,0.0,1,0.0,1,0.0,1,0.0,1,40.0,0,0.0,1,0.0,1,3.0,0,1,0.7777777777777778
546,1,12.0,371.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
547,1,624.0,375.0,5900.000508474554,5904.0,0.9994988495603468,0.0,1,0.0,1,1.0,0,0.0,1,1.0,0,2.0,0,5900.0,0,0.0,1,1,0.5555555555555556
548,1,400.0,376.0,10.488088481701515,14.0,0.9999986696422141,0.0,1,0.0,1,1.0,0,3.0,0,10.0,0,0.0,1,0.0,1,0.0,1,1,0.6666666666666666
549,1,163.0,383.0,56107.008064946756,56140.0,0.03451973511363704,0.0,1,0.0,1,1.0,0,2.0,0,30.0,0,0.0,1,56107.0,0,0.0,1,1,0.5555555555555556
550,1,1035.0,391.0,1.4142135623730951,2.0,0.9999997386533751,1.0,0,0.0,1,1.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,0.7777777777777778
551,1,736.0,394.0,50.17967716117751,56.0,0.9999977292802712,0.0,1,0.0,1,1.0,0,4.0,0,50.0,0,0.0,1,0.0,1,1.0,0,1,0.5555555555555556
552,1,291.0,403.0,39.20459156782532,43.0,0.9999978738669447,0.0,1,0.0,1,0.0,1,0.0,1,39.0,0,0.0,1,0.0,1,4.0,0,1,0.7777777777777778
553,1,464.0,404.0,12.649110640673518,16.0,0.9999979099233482,0.0,1,0.0,1,0.0,1,0.0,1,12.0,0,0.0,1,0.0,1,4.0,0,1,0.7777777777777778
554,1,825.0,414.0,25.179356624028344,28.0,0.9999988066699884,0.0,1,0.0,1,0.0,1,0.0,1,25.0,0,0.0,1,0.0,1,3.0,0,1,0.7777777777777778
555,1,136.0,419.0,11514.005428173117,11529.0,0.9999965956265285,0.0,1,0.0,1,5.0,0,0.0,1,10.0,0,0.0,1,11514.0,0,0.0,1,1,0.6666666666666666
556,1,689.0,425.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
557,1,249.0,426.0,47.38143096192854,53.0,0.9999952892827308,0.0,1,0.0,1,0.0,1,0.0,1,47.0,0,0.0,1,0.0,1,6.0,0,1,0.7777777777777778
558,1,175.0,452.0,73408.00085821708,73424.0,0.9875011447257208,1.0,0,0.0,1,0.0,1,0.0,1,10.0,0,0.0,1,73408.0,0,5.0,0,1,0.5555555555555556
559,1,443.0,453.0,48.176757881783615,53.0,0.9999979149569466,0.0,1,0.0,1,1.0,0,0.0,1,48.0,0,4.0,0,0.0,1,0.0,1,1,0.6666666666666666
560,1,527.0,467.0,2920.001541095484,2923.0,0.999996845211271,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,3.0,0,2920.0,0,0.0,1,1,0.7777777777777778
561,1,672.0,468.0,47.16990566028302,51.0,0.9999979715673369,0.0,1,0.0,1,0.0,1,0.0,1,47.0,0,4.0,0,0.0,1,0.0,1,1,0.7777777777777778
562,1,445.0,472.0,56.16048432839589,62.0,0.9999973391896534,0.0,1,0.0,1,3.0,0,0.0,1,56.0,0,0.0,1,0.0,1,3.0,0,1,0.6666666666666666
563,1,823.0,476.0,97007.00495325067,97038.0,0.019989698130618128,0.0,1,0.0,1,0.0,1,0.0,1,31.0,0,0.0,1,97007.0,0,0.0,1,1,0.7777777777777778
564,1,651.0,483.0,1692.0195034336928,1702.0,0.9999992179711217,0.0,1,0.0,1,1.0,0,1.0,0,8.0,0,0.0,1,1692.0,0,0.0,1,1,0.5555555555555556
565,1,217.0,487.0,2810.062810685911,2835.0,0.9999987361909717,0.0,1,0.0,1,0.0,1,2.0,0,18.0,0,5.0,0,2810.0,0,0.0,1,1,0.5555555555555556
566,1,225.0,488.0,39.4715087119811,46.0,0.9999953770802545,0.0,1,0.0,1,0.0,1,0.0,1,39.0,0,6.0,0,0.0,1,1.0,0,1,0.6666666666666666
567,1,700.0,492.0,10.14889156509222,13.0,0.9999999788514485,0.0,1,0.0,1,1.0,0,1.0,0,10.0,0,0.0,1,1.0,0,0.0,1,1,0.5555555555555556
568,1,324.0,493.0,41003.01098699948,41034.0,0.047944790861665365,0.0,1,0.0,1,0.0,1,0.0,1,30.0,0,0.0,1,41003.0,0,1.0,0,1,0.6666666666666666
569,1,589.0,494.0,35121.000839953296,35132.0,0.9952137023736083,0.0,1,0.0,1,3.0,0,0.0,1,7.0,0,1.0,0,35121.0,0,0.0,1,1,0.5555555555555556
570,1,1020.0,503.0,49234.00005077792,49237.0,0.039250650364683115,0.0,1,0.0,1,1.0,0,0.0,1,2.0,0,0.0,1,49234.0,0,0.0,1,1,0.6666666666666666
571,1,1004.0,506.0,38511.00025966607,38519.0,0.9900105543341222,1.0,0,0.0,1,3.0,0,0.0,1,3.0,0,1.0,0,38511.0,0,0.0,1,1,0.4444444444444444
572,1,570.0,507.0,47722.0251665832,47772.0,0.04161660345934026,0.0,1,0.0,1,1.0,0,0.0,1,49.0,0,0.0,1,47722.0,0,0.0,1,1,0.6666666666666666
573,1,198.0,508.0,621.004830899084,625.0,0.999999820081412,0.0,1,0.0,1,1.0,0,1.0,0,2.0,0,0.0,1,621.0,0,0.0,1,1,0.5555555555555556
574,1,307.0,509.0,30.610455730027933,37.0,0.9999951759648076,0.0,1,0.0,1,1.0,0,0.0,1,30.0,0,0.0,1,0.0,1,6.0,0,1,0.6666666666666666
575,1,140.0,514.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
576,1,984.0,516.0,46306.022254130185,46357.0,0.041814504351647575,0.0,1,0.0,1,6.0,0,0.0,1,45.0,0,0.0,1,46306.0,0,0.0,1,1,0.6666666666666666
577,1,959.0,517.0,49187.00200256161,49208.0,0.9997814054250233,0.0,1,0.0,1,12.0,0,0.0,1,7.0,0,2.0,0,49187.0,0,0.0,1,1,0.5555555555555556
578,1,363.0,538.0,26.981475126464083,36.0,0.9999931684510872,0.0,1,0.0,1,4.0,0,0.0,1,26.0,0,0.0,1,0.0,1,6.0,0,1,0.6666666666666666
579,1,438.0,539.0,50.368641037852115,57.0,0.9999953732140892,1.0,0,0.0,1,0.0,1,0.0,1,50.0,0,6.0,0,0.0,1,0.0,1,1,0.6666666666666666
580,1,86.0,544.0,35120.03856774648,35175.0,0.9947942330576148,0.0,1,0.0,1,2.0,0,0.0,1,52.0,0,1.0,0,35120.0,0,0.0,1,1,0.5555555555555556
581,1,132.0,551.0,34878.00118986178,34889.0,0.9998613978788636,0.0,1,0.0,1,1.0,0,1.0,0,9.0,0,0.0,1,34878.0,0,0.0,1,1,0.5555555555555556
582,1,803.0,552.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
583,1,2.0,565.0,53.32916650389353,62.0,0.9999952099852519,0.0,1,0.0,1,1.0,0,3.0,0,53.0,0,0.0,1,0.0,1,5.0,0,1,0.5555555555555556
584,1,519.0,580.0,19.621416870348583,31.0,0.9999918764104777,0.0,1,0.0,1,4.0,0,0.0,1,18.0,0,6.0,0,0.0,1,3.0,0,1,0.5555555555555556
585,1,807.0,581.0,16292.019211871806,16318.0,0.11919539071145124,0.0,1,0.0,1,0.0,1,1.0,0,25.0,0,0.0,1,16292.0,0,0.0,1,1,0.6666666666666666
586,1,602.0,582.0,45.27692569068709,52.0,0.9999967430359713,0.0,1,0.0,1,0.0,1,0.0,1,45.0,0,4.0,0,0.0,1,3.0,0,1,0.6666666666666666
587,1,965.0,584.0,45202.00444670568,45224.0,0.04284023305577345,1.0,0,0.0,1,1.0,0,0.0,1,20.0,0,0.0,1,45202.0,0,0.0,1,1,0.5555555555555556
588,1,27.0,589.0,84131.01933888593,84191.0,0.02280832485827633,0.0,1,0.0,1,1.0,0,0.0,1,57.0,0,2.0,0,84131.0,0,0.0,1,1,0.5555555555555556
589,1,345.0,590.0,84399.00539105896,84433.0,0.9871415380549736,0.0,1,0.0,1,3.0,0,1.0,0,30.0,0,0.0,1,84399.0,0,0.0,1,1,0.5555555555555556
590,1,829.0,597.0,49223.00127988947,49237.0,0.039302950635881184,1.0,0,0.0,1,2.0,0,0.0,1,11.0,0,0.0,1,49223.0,0,0.0,1,1,0.5555555555555556
591,1,129.0,598.0,36660.00628750628,36693.0,0.9992453807692053,0.0,1,0.0,1,8.0,0,0.0,1,19.0,0,6.0,0,36660.0,0,0.0,1,1,0.5555555555555556
592,1,246.0,602.0,6.082762530298219,7.0,0.9999998732909696,0.0,1,0.0,1,1.0,0,0.0,1,6.0,0,0.0,1,0.0,1,0.0,1,1,0.7777777777777778
593,1,857.0,603.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
594,1,430.0,604.0,46493.0084421303,46522.0,0.04177059330934196,0.0,1,0.0,1,1.0,0,0.0,1,28.0,0,0.0,1,46493.0,0,0.0,1,1,0.6666666666666666
595,1,97.0,615.0,19201.002005103797,19214.0,0.1013630040664103,0.0,1,0.0,1,2.0,0,0.0,1,8.0,0,3.0,0,19201.0,0,0.0,1,1,0.5555555555555556
596,1,192.0,623.0,82.76472678623425,120.0,0.9999941926899047,0.0,1,0.0,1,10.0,0,0.0,1,21.0,0,2.0,0,79.0,0,8.0,0,1,0.4444444444444444
597,1,455.0,624.0,38710.00331955553,38733.0,0.9990139287706962,0.0,1,0.0,1,4.0,0,0.0,1,15.0,0,4.0,0,38710.0,0,0.0,1,1,0.5555555555555556
598,1,737.0,627.0,11795.409318883343,11903.0,0.9999952723228342,0.0,1,0.0,1,6.0,0,0.0,1,4.0,0,0.0,1,11795.0,0,98.0,0,1,0.5555555555555556
599,1,312.0,631.0,8220.133149773184,8279.0,0.999975179826415,0.0,1,0.0,1,1.0,0,0.0,1,46.0,0,6.0,0,8220.0,0,6.0,0,1,0.4444444444444444
600,1,466.0,632.0,13.638181696985855,20.0,0.9999915724146152,0.0,1,0.0,1,0.0,1,1.0,0,11.0,0,0.0,1,0.0,1,8.0,0,1,0.6666666666666666
601,1,216.0,655.0,711.0239095839182,721.0,0.9999999690564446,1.0,0,0.0,1,2.0,0,0.0,1,5.0,0,0.0,1,711.0,0,2.0,0,1,0.4444444444444444
602,1,759.0,656.0,44.41846462902562,51.0,0.9999951202487322,1.0,0,0.0,1,0.0,1,0.0,1,44.0,0,0.0,1,0.0,1,6.0,0,1,0.6666666666666666
603,1,344.0,661.0,97007.00597894979,97043.0,0.019773901362213575,0.0,1,0.0,1,0.0,1,0.0,1,34.0,0,0.0,1,97007.0,0,2.0,0,1,0.6666666666666666
604,1,92.0,669.0,80102.00303363206,80126.0,0.024035868011639483,0.0,1,0.0,1,1.0,0,1.0,0,22.0,0,0.0,1,80102.0,0,0.0,1,1,0.5555555555555556
605,1,429.0,670.0,41004.012608524055,41040.0,0.04784476044839259,0.0,1,0.0,1,0.0,1,3.0,0,32.0,0,0.0,1,41004.0,0,1.0,0,1,0.5555555555555556
606,1,272.0,674.0,64911.01541341038,64964.0,0.030349493429045582,0.0,1,0.0,1,1.0,0,0.0,1,44.0,0,0.0,1,64911.0,0,8.0,0,1,0.5555555555555556
607,1,234.0,687.0,99999.00613006111,100035.0,0.019085750592416573,0.0,1,0.0,1,0.0,1,1.0,0,35.0,0,0.0,1,99999.0,0,0.0,1,1,0.6666666666666666
608,1,215.0,698.0,23932.05455033061,23987.0,0.08105255246735699,0.0,1,0.0,1,3.0,0,1.0,0,51.0,0,0.0,1,23932.0,0,0.0,1,1,0.5555555555555556
609,1,895.0,699.0,5820.001288659651,5827.0,0.999662753304624,0.0,1,0.0,1,0.0,1,1.0,0,3.0,0,1.0,0,5820.0,0,2.0,0,1,0.4444444444444444
610,1,213.0,709.0,18212.003898528026,18230.0,0.9999326022770897,0.0,1,0.0,1,2.0,0,1.0,0,11.0,0,4.0,0,18212.0,0,0.0,1,1,0.4444444444444444
611,1,488.0,714.0,72101.07749541612,72246.0,0.9934420324966399,0.0,1,0.0,1,1.0,0,0.0,1,39.0,0,7.0,0,72101.0,0,98.0,0,1,0.4444444444444444
612,1,767.0,715.0,4.69041575982343,8.0,0.9999976485593549,0.0,1,0.0,1,1.0,0,1.0,0,2.0,0,4.0,0,0.0,1,0.0,1,1,0.5555555555555556
613,1,960.0,720.0,47599.03296286596,47657.0,0.04052157131639178,1.0,0,0.0,1,0.0,1,1.0,0,56.0,0,0.0,1,47599.0,0,0.0,1,1,0.5555555555555556
614,1,491.0,721.0,41004.01334015976,41040.0,0.048212408457771305,1.0,0,0.0,1,2.0,0,0.0,1,33.0,0,0.0,1,41004.0,0,0.0,1,1,0.5555555555555556
615,1,537.0,731.0,8.426149773176359,15.0,0.9999939947078137,1.0,0,0.0,1,6.0,0,3.0,0,5.0,0,0.0,1,0.0,1,0.0,1,1,0.5555555555555556
616,1,350.0,738.0,12874.00322355094,12889.0,0.9999949573773779,0.0,1,0.0,1,5.0,0,3.0,0,7.0,0,0.0,1,12874.0,0,0.0,1,1,0.5555555555555556
617,1,614.0,743.0,3476.2725727422467,3529.0,0.9988440658774972,0.0,1,0.0,1,1.0,0,3.0,0,43.0,0,6.0,0,3476.0,0,0.0,1,1,0.4444444444444444
618,1,348.0,749.0,18.81488772222678,26.0,0.9999915362637577,0.0,1,0.0,1,0.0,1,1.0,0,17.0,0,0.0,1,0.0,1,8.0,0,1,0.6666666666666666
619,1,346.0,751.0,5303.128699173724,5352.0,0.9999798847278852,0.0,1,0.0,1,0.0,1,2.0,0,36.0,0,4.0,0,5303.0,0,7.0,0,1,0.4444444444444444
620,1,808.0,757.0,37.255872020394314,44.0,0.999997730183098,0.0,1,0.0,1,3.0,0,3.0,0,37.0,0,0.0,1,0.0,1,1.0,0,1,0.5555555555555556
621,1,998.0,760.0,47822.01855840048,47869.0,0.04041161353529765,1.0,0,0.0,1,3.0,0,1.0,0,42.0,0,0.0,1,47822.0,0,0.0,1,1,0.4444444444444444
622,1,1078.0,761.0,47722.01444826067,47763.0,0.040601731621771164,0.0,1,0.0,1,3.0,0,1.0,0,37.0,0,0.0,1,47722.0,0,0.0,1,1,0.5555555555555556
623,1,653.0,769.0,5005.2046911190355,5058.0,0.9999997955904216,0.0,1,0.0,1,0.0,1,2.0,0,45.0,0,4.0,0,5005.0,0,2.0,0,1,0.4444444444444444
624,1,1045.0,770.0,14102.001524606356,14113.0,0.13751800704447592,0.0,1,0.0,1,4.0,0,1.0,0,5.0,0,0.0,1,14102.0,0,1.0,0,1,0.4444444444444444
625,1,609.0,786.0,6.782329983125268,12.0,0.9999960851388688,0.0,1,0.0,1,1.0,0,0.0,1,4.0,0,2.0,0,0.0,1,5.0,0,1,0.5555555555555556
626,1,514.0,787.0,97005.01307664465,97062.0,0.019705040530298534,0.0,1,0.0,1,6.0,0,1.0,0,50.0,0,0.0,1,97005.0,0,0.0,1,1,0.5555555555555556
627,1,905.0,790.0,47712.00312290399,47734.0,0.04089328423194605,0.0,1,0.0,1,2.0,0,1.0,0,17.0,0,0.0,1,47712.0,0,2.0,0,1,0.4444444444444444
628,1,66.0,813.0,84788.00063098551,84805.0,0.6019702676165379,0.0,1,0.0,1,4.0,0,0.0,1,9.0,0,1.0,0,84788.0,0,3.0,0,1,0.4444444444444444
629,1,1014.0,828.0,31008.000322497417,31014.0,0.062353912062063754,0.0,1,0.0,1,0.0,1,0.0,1,4.0,0,0.0,1,31008.0,0,2.0,0,1,0.6666666666666666
630,1,178.0,829.0,47113.01098422812,47150.0,0.041131211465244344,0.0,1,0.0,1,1.0,0,1.0,0,32.0,0,0.0,1,47113.0,0,3.0,0,1,0.4444444444444444
631,1,37.0,831.0,10.246950765959598,13.0,0.9999993112106669,0.0,1,0.0,1,2.0,0,1.0,0,10.0,0,0.0,1,0.0,1,0.0,1,1,0.6666666666666666
632,1,139.0,841.0,47114.00442543597,47139.0,0.041170051284400544,0.0,1,0.0,1,0.0,1,1.0,0,20.0,0,4.0,0,47114.0,0,0.0,1,1,0.5555555555555556
633,1,446.0,854.0,96093.00609825879,96131.0,0.019870761657922786,0.0,1,0.0,1,0.0,1,0.0,1,34.0,0,4.0,0,96093.0,0,0.0,1,1,0.6666666666666666
634,1,669.0,863.0,5000.049799751999,5028.0,0.9999744048449589,0.0,1,0.0,1,0.0,1,1.0,0,22.0,0,3.0,0,5000.0,0,2.0,0,1,0.4444444444444444
635,1,442.0,864.0,53201.0007706622,53215.0,0.03653505461406603,0.0,1,0.0,1,4.0,0,1.0,0,8.0,0,0.0,1,53201.0,0,1.0,0,1,0.4444444444444444
636,1,1052.0,865.0,49222.002955995194,49249.0,0.03936591212340057,0.0,1,0.0,1,4.0,0,0.0,1,15.0,0,1.0,0,49222.0,0,7.0,0,1,0.4444444444444444
637,1,742.0,869.0,6111.019718508524,6136.0,0.9999786365905056,0.0,1,0.0,1,2.0,0,1.0,0,14.0,0,6.0,0,6111.0,0,2.0,0,1,0.3333333333333333
638,1,1041.0,870.0,47114.02303985513,47177.0,0.041154777843182,0.0,1,0.0,1,9.0,0,0.0,1,45.0,0,1.0,0,47114.0,0,8.0,0,1,0.4444444444444444
639,1,730.0,873.0,6033.014835055521,6052.0,0.9991900923180641,0.0,1,0.0,1,2.0,0,1.0,0,13.0,0,1.0,0,6033.0,0,2.0,0,1,0.3333333333333333
640,1,362.0,874.0,47.90615826801394,59.0,0.9999898873281685,0.0,1,0.0,1,9.0,0,1.0,0,47.0,0,2.0,0,0.0,1,0.0,1,1,0.5555555555555556
641,1,432.0,877.0,19.621416870348583,35.0,0.9999684013411141,0.0,1,0.0,1,14.0,0,3.0,0,12.0,0,0.0,1,0.0,1,6.0,0,1,0.5555555555555556
642,1,252.0,880.0,982.3919787946154,1024.0,0.9999998443545293,0.0,1,0.0,1,18.0,0,1.0,0,21.0,0,2.0,0,982.0,0,0.0,1,1,0.4444444444444444
643,1,124.0,881.0,10712.02114448996,10743.0,0.18047315157118426,0.0,1,0.0,1,16.0,0,1.0,0,14.0,0,0.0,1,10712.0,0,0.0,1,1,0.5555555555555556
644,1,751.0,919.0,13009.0709891214,13070.0,0.9999929214020941,1.0,0,0.0,1,10.0,0,1.0,0,41.0,0,0.0,1,13009.0,0,8.0,0,1,0.3333333333333333
645,1,993.0,920.0,22.315913604421397,38.0,0.9999727596588872,0.0,1,0.0,1,12.0,0,1.0,0,17.0,0,0.0,1,0.0,1,8.0,0,1,0.5555555555555556
646,1,869.0,926.0,18.734993995195193,29.0,0.9999919176009987,0.0,1,0.0,1,5.0,0,1.0,0,17.0,0,0.0,1,0.0,1,6.0,0,1,0.5555555555555556
647,1,976.0,928.0,41.80908992073375,52.0,0.9999911990507068,1.0,0,0.0,1,1.0,0,1.0,0,41.0,0,0.0,1,0.0,1,8.0,0,1,0.4444444444444444
648,1,1015.0,929.0,46634.02969935152,46696.0,0.04156217481948565,0.0,1,0.0,1,0.0,1,1.0,0,52.0,0,1.0,0,46634.0,0,8.0,0,1,0.4444444444444444
649,1,223.0,930.0,22.15851980616034,35.0,0.9999999750331964,0.0,1,0.0,1,2.0,0,1.0,0,21.0,0,4.0,0,5.0,0,2.0,0,1,0.3333333333333333
650,1,769.0,932.0,86204.01144958395,86258.0,0.022696313376970312,0.0,1,0.0,1,2.0,0,3.0,0,44.0,0,0.0,1,86204.0,0,5.0,0,1,0.4444444444444444
651,1,981.0,946.0,32.09361307176243,42.0,0.9999910057801227,1.0,0,0.0,1,2.0,0,0.0,1,31.0,0,0.0,1,0.0,1,8.0,0,1,0.5555555555555556
652,1,141.0,5.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
653,1,336.0,6.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
654,1,806.0,13.0,16092.00003107134,16093.0,0.9998072203034358,0.0,1,0.0,1,0.0,1,0.0,1,1.0,0,0.0,1,16092.0,0,0.0,1,1,0.7777777777777778
655,1,746.0,19.0,1808.5112662076508,1851.0,0.9999970852634443,0.0,1,0.0,1,0.0,1,0.0,1,43.0,0,0.0,1,1808.0,0,0.0,1,1,0.7777777777777778
656,1,480.0,20.0,5.0,5.0,0.9999999997784135,0.0,1,0.0,1,0.0,1,0.0,1,5.0,0,0.0,1,0.0,1,0.0,1,1,0.8888888888888888
657,1,533.0,21.0,2408.005191024305,2413.0,0.999997793676253,0.0,1,0.0,1,0.0,1,0.0,1,5.0,0,0.0,1,2408.0,0,0.0,1,1,0.7777777777777778
658,1,1057.0,24.0,2.0,2.0,0.9999999995150886,0.0,1,0.0,1,2.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,0.8888888888888888
659,1,300.0,34.0,14806.001519654117,14815.0,0.9999930576437854,0.0,1,0.0,1,6.0,0,0.0,1,3.0,0,0.0,1,14806.0,0,0.0,1,1,0.6666666666666666
660,1,144.0,39.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
661,1,85.0,40.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
662,1,376.0,44.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
663,1,426.0,45.0,6.0,6.0,0.9999999995898607,0.0,1,0.0,1,0.0,1,0.0,1,6.0,0,0.0,1,0.0,1,0.0,1,1,0.8888888888888888
664,1,569.0,52.0,1.4142135623730951,2.0,0.999999874518277,0.0,1,0.0,1,1.0,0,0.0,1,1.0,0,0.0,1,0.0,1,0.0,1,1,0.7777777777777778
665,1,402.0,57.0,485.00103092673936,486.0,0.9999999071605816,0.0,1,0.0,1,1.0,0,0.0,1,0.0,1,0.0,1,485.0,0,0.0,1,1,0.7777777777777778
666,1,799.0,58.0,1.0,1.0,0.9999998748906155,0.0,1,0.0,1,1.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,0.8888888888888888
667,1,493.0,71.0,42009.000190435385,42013.0,0.999720093717146,0.0,1,0.0,1,0.0,1,0.0,1,4.0,0,0.0,1,42009.0,0,0.0,1,1,0.7777777777777778
668,1,280.0,73.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
669,1,357.0,77.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
670,1,513.0,99.0,298.0067113338221,300.0,0.9999889995364238,0.0,1,0.0,1,0.0,1,0.0,1,2.0,0,0.0,1,298.0,0,0.0,1,1,0.7777777777777778
671,1,449.0,100.0,8.94427190999916,12.0,0.9999979225860262,0.0,1,0.0,1,4.0,0,0.0,1,8.0,0,0.0,1,0.0,1,0.0,1,1,0.7777777777777778
672,1,708.0,105.0,2910.0171820798582,2920.0,0.9999508721278408,0.0,1,0.0,1,0.0,1,0.0,1,10.0,0,0.0,1,2910.0,0,0.0,1,1,0.7777777777777778
673,1,909.0,107.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
674,1,636.0,132.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
675,1,824.0,143.0,3.0,3.0,0.9999999998977732,0.0,1,0.0,1,0.0,1,0.0,1,3.0,0,0.0,1,0.0,1,0.0,1,1,0.8888888888888888
676,1,765.0,147.0,40.01249804748511,41.0,0.9999998091943433,0.0,1,0.0,1,0.0,1,0.0,1,40.0,0,0.0,1,0.0,1,1.0,0,1,0.7777777777777778
677,1,253.0,152.0,4119.001092498034,4122.0,0.9994869708823974,0.0,1,0.0,1,0.0,1,0.0,1,3.0,0,0.0,1,4119.0,0,0.0,1,1,0.7777777777777778
678,1,1026.0,153.0,8.306623862918075,13.0,0.9999999299333916,0.0,1,0.0,1,2.0,0,0.0,1,7.0,0,0.0,1,4.0,0,0.0,1,1,0.6666666666666666
679,1,67.0,157.0,2109.0969631574553,2132.0,0.9999975463758818,0.0,1,0.0,1,0.0,1,0.0,1,20.0,0,3.0,0,2109.0,0,0.0,1,1,0.6666666666666666
680,1,1074.0,162.0,41000.00001219512,41001.0,0.9945933197578105,0.0,1,0.0,1,0.0,1,0.0,1,1.0,0,0.0,1,41000.0,0,0.0,1,1,0.7777777777777778
681,1,770.0,163.0,2.0,2.0,0.9999999999555886,0.0,1,0.0,1,0.0,1,0.0,1,2.0,0,0.0,1,0.0,1,0.0,1,1,0.8888888888888888
682,1,761.0,167.0,24109.00051847857,24114.0,0.9992577829874927,0.0,1,0.0,1,0.0,1,0.0,1,5.0,0,0.0,1,24109.0,0,0.0,1,1,0.7777777777777778
