pair_index,label,orig_id,anon_id,euclidean_distance,manhattan_distance,cosine_similarity,age_diff,age_equal,education_diff,education_equal,industry_diff,industry_equal,marital_status_diff,marital_status_equal,sex_diff,sex_equal,overall_similarity,attack_score
179,1,1079.0,372.0,13.038404810405298,18.0,0.9639678695706084,0.0,1,7.0,0,0.0,0,0.0,1,0.0,1,0.6,0.9091114203135172
180,1,984.0,374.0,12.24744871391589,18.0,0.9217648016985404,11.0,0,0.0,1,0.0,0,0.0,1,2.0,0,0.4,0.909024178981781
181,1,338.0,375.0,22189.00225336867,22199.0,0.0400664344950971,0.0,1,10.0,0,22189.0,0,0.0,1,0.0,1,0.6,0.8834009567896525
182,1,774.0,377.0,14.45683229480096,25.0,0.8821388859383238,8.0,0,9.0,0,0.0,0,0.0,1,0.0,1,0.4,0.7085165878136953
183,1,1171.0,378.0,18.05547008526779,30.0,0.8542715942107683,13.0,0,6.0,0,0.0,0,0.0,1,0.0,1,0.4,0.6553279360135397
184,1,1142.0,385.0,43200.000289351854,43205.0,0.4223489517131895,0.0,1,5.0,0,43200.0,0,0.0,1,0.0,1,0.6,0.9095311959584554
185,1,875.0,387.0,45092.000898163744,45101.0,0.2172097011358802,0.0,1,9.0,0,45092.0,0,0.0,1,0.0,1,0.6,0.8366666436195374
186,1,445.0,391.0,8.602325267042627,12.0,0.9907410199448208,1.0,0,8.0,0,0.0,0,0.0,1,0.0,1,0.4,0.9105239907900492
187,1,1250.0,393.0,51089.00047955528,51096.0,0.3519365306329786,0.0,1,7.0,0,51089.0,0,0.0,1,0.0,1,0.6,0.8981066942214966
188,1,843.0,395.0,64182.00112180984,64194.0,0.2240148353737041,0.0,1,12.0,0,64182.0,0,0.0,1,0.0,1,0.6,0.7591270208358765
189,1,609.0,397.0,29.478805945967352,39.0,0.8958376362700206,28.0,0,2.0,0,0.0,0,0.0,1,0.0,1,0.4,0.586735874414444
190,1,811.0,398.0,25.079872407968907,33.0,0.9100615738190552,23.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6,0.9171966711680094
191,1,584.0,399.0,9.69535971483266,14.0,0.9987079259045284,9.0,0,2.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8918028672536215
192,1,1239.0,400.0,10.63014581273465,15.0,0.9887066502472992,3.0,0,0.0,1,0.0,0,0.0,1,2.0,0,0.4,0.8738953868548075
193,1,832.0,401.0,20219.001582669705,20227.0,0.0747911179145882,0.0,1,8.0,0,20219.0,0,0.0,1,0.0,1,0.6,0.9065953691800436
194,1,534.0,403.0,11.445523142259598,15.0,0.9836426037917928,1.0,0,11.0,0,0.0,0,0.0,1,0.0,1,0.4,0.9117635091145834
195,1,1156.0,407.0,51098.00220165168,51113.0,0.0518854959902549,0.0,1,15.0,0,51098.0,0,0.0,1,0.0,1,0.6,0.8736648956934611
196,1,430.0,410.0,10.488088481701515,14.0,0.9896973879583668,3.0,0,10.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8636647462844849
197,1,878.0,412.0,85487.00114637312,85501.0,0.1816868474259433,0.0,1,14.0,0,85487.0,0,0.0,1,0.0,1,0.6,0.8818901578585306
198,1,1089.0,415.0,47588.00105068504,47598.0,0.1543200842245933,0.0,1,10.0,0,47588.0,0,0.0,1,0.0,1,0.6,0.8968355258305868
199,1,622.0,419.0,96997.0,96997.0,0.1645667647699482,0.0,1,0.0,1,96997.0,0,0.0,1,0.0,1,0.8,0.9139353434244791
200,1,1198.0,420.0,56208.000889553085,56218.0,0.0518131163062816,0.0,1,10.0,0,56208.0,0,0.0,1,0.0,1,0.6,0.8817602197329203
201,1,1067.0,422.0,28.513154858766505,35.0,0.910894785492696,28.0,0,2.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8386044104894003
202,1,1055.0,424.0,30.95157508108432,40.0,0.8183774785616806,30.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8975229064623514
203,1,1304.0,425.0,46493.00001075431,46494.0,0.048798416036961,0.0,1,1.0,0,46493.0,0,0.0,1,0.0,1,0.6,0.8610623280207316
204,1,251.0,427.0,53199.00033835223,53205.0,0.0485847934346928,0.0,1,6.0,0,53199.0,0,0.0,1,0.0,1,0.6,0.8741026719411215
205,1,1072.0,429.0,53189.00076143563,53198.0,0.4144169926161696,0.0,1,9.0,0,53189.0,0,0.0,1,0.0,1,0.6,0.8849072456359863
206,1,810.0,431.0,18.49324200890693,26.0,0.9014943491584048,17.0,0,7.0,0,0.0,0,0.0,1,0.0,1,0.4,0.7798971732457479
207,1,1003.0,433.0,33.19638534539566,38.0,0.607384109830399,33.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8962916930516561
208,1,486.0,434.0,55096.00073508058,55105.0,0.1086715041835024,0.0,1,9.0,0,55096.0,0,0.0,1,0.0,1,0.6,0.8432352741559347
209,1,750.0,436.0,27.367864366808018,33.0,0.8985404203184383,27.0,0,4.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8789183497428894
210,1,460.0,437.0,11.180339887498947,19.0,0.9906430542828408,6.0,0,5.0,0,0.0,0,0.0,1,0.0,1,0.4,0.5746993944048882
211,1,357.0,438.0,11.532562594670797,17.0,0.985701869480957,2.0,0,2.0,0,0.0,0,0.0,1,2.0,0,0.2,0.5910650566220284
212,1,34.0,439.0,11.74734012447073,20.0,0.9937706724515428,9.0,0,2.0,0,0.0,0,0.0,1,2.0,0,0.2,0.5673757269978523
213,1,146.0,441.0,96998.00008763067,97003.0,0.2110941446644747,1.0,0,4.0,0,96998.0,0,0.0,1,0.0,1,0.4,0.8569642106691996
214,1,245.0,444.0,40995.000439077936,41001.0,0.1485157126009877,0.0,1,6.0,0,40995.0,0,0.0,1,0.0,1,0.6,0.9082363247871399
215,1,117.0,450.0,32.0624390837628,34.0,0.9362103460401134,32.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6,0.9128629763921102
216,1,144.0,451.0,21.587033144922906,26.0,0.989165317675524,21.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6,0.9115047454833984
217,1,681.0,454.0,16.278820596099706,23.0,0.8639514093872734,0.0,1,12.0,0,0.0,0,0.0,1,0.0,1,0.6,0.914003849029541
218,1,713.0,458.0,46411.0010773308,46421.0,0.0257650442812713,0.0,1,10.0,0,46411.0,0,0.0,1,0.0,1,0.6,0.7854435642560323
219,1,1136.0,461.0,20.223748416156685,31.0,0.8777041593355978,18.0,0,7.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8074602882067362
220,1,1169.0,462.0,31.76476034853718,43.0,0.8950053553527221,30.0,0,3.0,0,0.0,0,0.0,1,0.0,1,0.4,0.6658110419909159
221,1,147.0,463.0,85488.0005848774,85498.0,0.1203937654118458,0.0,1,10.0,0,85488.0,0,0.0,1,0.0,1,0.6,0.9004003008206686
222,1,1191.0,466.0,34.19064199455752,45.0,0.5907198314129599,33.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8892253637313843
223,1,842.0,469.0,20.4939015319192,34.0,0.8527842749187581,16.0,0,10.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8855268160502116
224,1,652.0,470.0,22.494443758403985,32.0,0.8696454526134898,21.0,0,7.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8168307741483053
225,1,1091.0,471.0,13.74772708486752,19.0,0.9832636415313504,4.0,0,13.0,0,0.0,0,0.0,1,0.0,1,0.4,0.5820277854800224
226,1,387.0,473.0,62008.00116114048,62020.0,0.0687293618408964,0.0,1,12.0,0,62008.0,0,0.0,1,0.0,1,0.6,0.8774014711380005
227,1,1252.0,475.0,49215.0004978157,49222.0,0.1066437291118227,0.0,1,7.0,0,49215.0,0,0.0,1,0.0,1,0.6,0.8938162326812744
228,1,280.0,478.0,55094.00058082549,55102.0,0.2555738392292754,0.0,1,8.0,0,55094.0,0,0.0,1,0.0,1,0.6,0.8890172044436137
229,1,906.0,481.0,32.89376840679705,42.0,0.9235641602268376,31.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6,0.9098411202430725
230,1,771.0,485.0,20.09975124224178,30.0,0.8486704544185113,16.0,0,12.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8916404048601786
231,1,97.0,487.0,52281.00077466,52290.0,0.182927933394047,0.0,1,9.0,0,52281.0,0,0.0,1,0.0,1,0.6,0.7447232206662496
232,1,917.0,489.0,21.908902300206645,32.0,0.8755415525633906,20.0,0,8.0,0,0.0,0,0.0,1,0.0,1,0.4,0.892805834611257
233,1,259.0,492.0,49211.00049785617,49218.0,0.1704008371316937,0.0,1,7.0,0,49211.0,0,0.0,1,0.0,1,0.6,0.8924094438552856
234,1,388.0,499.0,37.53664875824692,45.0,0.9016590787204964,37.0,0,2.0,0,0.0,0,0.0,1,0.0,1,0.4,0.7192610104878744
235,1,797.0,502.0,7.211102550927978,10.0,0.9846442994434484,0.0,1,6.0,0,0.0,0,0.0,1,0.0,1,0.6,0.9156541228294373
236,1,382.0,503.0,3.741657386773941,6.0,0.9980750155903144,1.0,0,3.0,0,0.0,0,0.0,1,0.0,1,0.4,0.915305495262146
237,1,1310.0,505.0,24.43358344574123,37.0,0.8542414256280982,22.0,0,7.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8282647530237833
238,1,469.0,506.0,49213.00013207892,49218.0,0.159334002791353,2.0,0,3.0,0,49213.0,0,0.0,1,0.0,1,0.4,0.9069580237070719
239,1,300.0,507.0,3.4641016151377544,6.0,0.998053227101278,0.0,1,2.0,0,0.0,0,0.0,1,2.0,0,0.4,0.9097791711489359
240,1,790.0,508.0,47112.0,47112.0,0.0199234092108661,0.0,1,0.0,1,47112.0,0,0.0,1,0.0,1,0.8,0.876748283704122
241,1,897.0,509.0,3.741657386773941,6.0,0.9980356840138498,1.0,0,0.0,1,0.0,0,0.0,1,2.0,0,0.4,0.9096623063087463
242,1,82.0,511.0,97004.00000515443,97005.0,0.041195487264342,0.0,1,0.0,1,97004.0,0,0.0,1,1.0,0,0.6,0.9032967289288839
243,1,536.0,512.0,69197.00026012688,69203.0,0.0868790838339667,0.0,1,6.0,0,69197.0,0,0.0,1,0.0,1,0.6,0.8999514977137247
244,1,624.0,515.0,47201.000010592994,47202.0,0.2124077243880571,1.0,0,0.0,1,47201.0,0,0.0,1,0.0,1,0.6,0.9101928273836771
245,1,600.0,516.0,46296.00010800069,46300.0,0.1593865326726566,1.0,0,3.0,0,46296.0,0,0.0,1,0.0,1,0.4,0.813260813554128
246,1,405.0,520.0,18114.001352544943,18121.0,0.2645098290950067,0.0,1,7.0,0,18114.0,0,0.0,1,0.0,1,0.6,0.8773279190063477
247,1,777.0,523.0,9.1104335791443,11.0,0.984704508907562,1.0,0,1.0,0,0.0,0,0.0,1,0.0,1,0.4,0.9136954744656881
248,1,40.0,525.0,10.0,14.0,0.979034272116306,0.0,1,8.0,0,0.0,0,0.0,1,0.0,1,0.6,0.9162659247716268
249,1,648.0,530.0,10.3440804327886,15.0,0.9726745833788476,1.0,0,9.0,0,0.0,0,0.0,1,0.0,1,0.4,0.905633807182312
250,1,792.0,533.0,5.0990195135927845,8.0,0.998209239316309,4.0,0,3.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8062079946200053
251,1,1111.0,539.0,9.219544457292889,11.0,0.9893463381181026,2.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6,0.9170013864835104
252,1,1233.0,540.0,36.61966684720111,45.0,0.8923094479329501,36.0,0,3.0,0,0.0,0,0.0,1,0.0,1,0.4,0.6696667124827703
253,1,879.0,541.0,9.433981132056603,13.0,0.9993136072786007,9.0,0,2.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8766912221908569
254,1,75.0,549.0,39.25557285278104,51.0,0.874967542128693,38.0,0,4.0,0,0.0,0,0.0,1,0.0,1,0.4,0.6355947653452555
255,1,660.0,551.0,49224.000497724686,49231.0,0.1528616084334423,0.0,1,7.0,0,49224.0,0,0.0,1,0.0,1,0.6,0.8787182172139486
256,1,481.0,556.0,17011.001440244487,17018.0,0.0478653892635881,0.0,1,7.0,0,17011.0,0,0.0,1,0.0,1,0.6,0.8922528425852457
257,1,734.0,560.0,14.560219778561036,22.0,0.9005492829318177,12.0,0,0.0,1,0.0,0,0.0,1,2.0,0,0.4,0.6959151923656464
258,1,375.0,563.0,40.36087214122113,47.0,0.9016636198253684,40.0,0,2.0,0,0.0,0,0.0,1,0.0,1,0.4,0.848939855893453
259,1,1297.0,566.0,8.06225774829855,9.0,0.9801751950019888,0.0,1,8.0,0,0.0,0,0.0,1,0.0,1,0.6,0.9160592953364054
260,1,960.0,567.0,49216.000650195056,49224.0,0.1487480246491167,0.0,1,8.0,0,49216.0,0,0.0,1,0.0,1,0.6,0.8900812665621439
261,1,190.0,569.0,25.317977802344327,41.0,0.8254516685246067,21.0,0,10.0,0,0.0,0,0.0,1,0.0,1,0.4,0.5734728276729584
262,1,709.0,570.0,41.88078318274385,52.0,0.8850591378890275,41.0,0,3.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8203217585881551
263,1,491.0,571.0,31.95309061734092,41.0,0.9162243202819614,30.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6,0.9136250615119934
264,1,815.0,572.0,38.09199390948182,47.0,0.5907961912673911,37.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8859993815422058
265,1,845.0,576.0,47590.00018911536,47596.0,0.0251073894554795,3.0,0,3.0,0,47590.0,0,0.0,1,0.0,1,0.4,0.8438867131868998
266,1,77.0,580.0,2.449489742783178,4.0,0.9992526488418012,0.0,1,1.0,0,0.0,0,0.0,1,2.0,0,0.4,0.9106119871139526
267,1,337.0,581.0,16280.001105651068,16286.0,0.2022035750637398,0.0,1,6.0,0,16280.0,0,0.0,1,0.0,1,0.6,0.8345027367273966
268,1,99.0,583.0,11.445523142259598,17.0,0.8511423763852748,0.0,1,9.0,0,0.0,0,1.0,0,0.0,1,0.4,0.9090492924054464
269,1,293.0,587.0,12.12435565298214,19.0,0.8184348848007547,1.0,0,9.0,0,0.0,0,1.0,0,0.0,1,0.2,0.791182299455007
270,1,694.0,594.0,16208.000493583408,16212.0,0.1150429517989319,0.0,1,4.0,0,16208.0,0,0.0,1,0.0,1,0.6,0.9067355791727701
271,1,36.0,599.0,10.246950765959598,13.0,0.8974900138910858,0.0,1,10.0,0,0.0,0,1.0,0,0.0,1,0.4,0.9135642647743225
272,1,332.0,602.0,6.324555320336759,8.0,0.9943515534262918,2.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6,0.9169754783312479
273,1,848.0,603.0,7.0,7.0,0.993511154410837,0.0,1,0.0,1,0.0,0,0.0,1,0.0,1,0.8,0.9173495968182882
274,1,661.0,604.0,46486.00026889816,46491.0,0.1071789041505206,5.0,0,0.0,1,46486.0,0,0.0,1,0.0,1,0.6,0.8988186518351237
275,1,1302.0,605.0,43208.00074060359,43216.0,0.0633757605515772,0.0,1,8.0,0,43208.0,0,0.0,1,0.0,1,0.6,0.9081965088844299
276,1,250.0,610.0,49216.00082290312,49225.0,0.1199519582494836,0.0,1,9.0,0,49216.0,0,0.0,1,0.0,1,0.6,0.8165203134218851
277,1,315.0,612.0,33.13608305156178,36.0,0.940437191179062,33.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6,0.9065662225087484
278,1,752.0,613.0,16.55294535724685,28.0,0.9863171065928114,12.0,0,7.0,0,0.0,0,0.0,1,0.0,1,0.4,0.11070787409941356
279,1,976.0,615.0,19198.002604437785,19208.0,0.0410772864692574,0.0,1,10.0,0,19198.0,0,0.0,1,0.0,1,0.6,0.9073353807131449
280,1,342.0,617.0,13.45362404707371,19.0,0.8142035863285658,0.0,1,12.0,0,0.0,0,1.0,0,0.0,1,0.4,0.8849387566248575
281,1,1207.0,619.0,55094.00058082549,55102.0,0.1540101432930716,0.0,1,8.0,0,55094.0,0,0.0,1,0.0,1,0.6,0.8969976305961609
282,1,837.0,622.0,39.319206502675,44.0,0.9168643836766948,39.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6,0.9157997965812683
283,1,953.0,625.0,9.9498743710662,15.0,0.8791699501722051,1.0,0,9.0,0,0.0,0,1.0,0,0.0,1,0.2,0.7939039270083109
284,1,298.0,628.0,40996.001219631165,41006.0,0.1500175151175082,0.0,1,10.0,0,40996.0,0,0.0,1,0.0,1,0.6,0.9092833797136942
285,1,1045.0,631.0,40999.00059757555,41006.0,0.0370267445900541,0.0,1,7.0,0,40999.0,0,0.0,1,0.0,1,0.6,0.6125162144502004
286,1,243.0,634.0,49221.00049775502,49228.0,0.3425086874597751,0.0,1,7.0,0,49221.0,0,0.0,1,0.0,1,0.6,0.8812050223350525
287,1,1044.0,637.0,49212.00101601234,49222.0,0.2429035276591719,0.0,1,10.0,0,49212.0,0,0.0,1,0.0,1,0.6,0.8711968660354614
288,1,1176.0,644.0,30998.000016130078,30999.0,0.0756048728943711,0.0,1,1.0,0,30998.0,0,0.0,1,0.0,1,0.6,0.9105151891708374
289,1,926.0,650.0,15.033296378372908,22.0,0.940007311444796,1.0,0,12.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8599280516306559
290,1,824.0,651.0,16.431676725154983,28.0,0.9767304790832334,7.0,0,10.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8338577548662821
291,1,1313.0,654.0,47111.0024304302,47128.0,0.0358224638090485,15.0,0,2.0,0,47111.0,0,0.0,1,0.0,1,0.4,0.5921271840731303
292,1,1154.0,659.0,24.43358344574123,33.0,0.8725762926928252,23.0,0,8.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8761124412218729
293,1,38.0,660.0,49.02040391510457,51.0,0.9111164611312216,49.0,0,1.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8311792612075806
294,1,580.0,661.0,97005.00041750426,97014.0,0.0201095708846613,0.0,1,9.0,0,97005.0,0,0.0,1,0.0,1,0.6,0.4474284549554189
295,1,828.0,666.0,49.37610758251404,56.0,0.9067531499980928,49.0,0,1.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8121790091196696
296,1,839.0,673.0,10.392304845413264,14.0,0.9883720554842116,2.0,0,10.0,0,0.0,0,0.0,1,0.0,1,0.4,0.9113887747128805
297,1,64.0,676.0,84210.00071844198,84221.0,0.2974600840278212,0.0,1,11.0,0,84210.0,0,0.0,1,0.0,1,0.6,0.8876060247421265
298,1,1284.0,678.0,49222.002376985845,49240.0,0.1555835926109674,15.0,0,3.0,0,49222.0,0,0.0,1,0.0,1,0.4,0.6146456648906072
299,1,1135.0,680.0,18.920887928424506,32.0,0.9844004047395248,14.0,0,9.0,0,0.0,0,0.0,1,0.0,1,0.4,0.6392069508632024
300,1,1155.0,686.0,6.4031242374328485,9.0,0.9958904884829112,2.0,0,6.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8876603444417318
301,1,1314.0,689.0,12.24744871391589,18.0,0.9217648016985404,11.0,0,0.0,1,0.0,0,0.0,1,2.0,0,0.4,0.909024178981781
302,1,637.0,690.0,19.1049731745428,33.0,0.9768284447043506,12.0,0,10.0,0,0.0,0,0.0,1,0.0,1,0.4,0.5908527225255966
303,1,79.0,694.0,45195.00054209536,45202.0,0.2054354621683672,0.0,1,7.0,0,45195.0,0,0.0,1,0.0,1,0.6,0.8352258205413818
304,1,1139.0,696.0,13.564659966250536,20.0,0.9233516074820736,12.0,0,0.0,1,0.0,0,0.0,1,2.0,0,0.4,0.8328163822491964
305,1,623.0,698.0,23928.001023905028,23935.0,0.052364405077744,0.0,1,7.0,0,23928.0,0,0.0,1,0.0,1,0.6,0.9060503840446472
306,1,1125.0,700.0,18.62793601019716,27.0,0.9118188875481844,15.0,0,11.0,0,0.0,0,0.0,1,0.0,1,0.4,0.881277064482371
307,1,1270.0,701.0,11.180339887498947,13.0,0.9579752252044184,0.0,1,0.0,1,0.0,0,0.0,1,2.0,0,0.6,0.9146308898925781
308,1,379.0,702.0,10.04987562112089,15.0,0.9800331736594546,1.0,0,8.0,0,0.0,0,0.0,1,0.0,1,0.4,0.9046076536178589
309,1,1182.0,704.0,52.21110992882645,64.0,0.8850451940702911,51.0,0,2.0,0,0.0,0,0.0,1,0.0,1,0.4,0.7589293519655863
310,1,183.0,705.0,37.64306044943742,47.0,0.939738201774748,36.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6,0.8799225290616354
311,1,1077.0,706.0,47706.00037731103,47712.0,0.1632079592546091,0.0,1,6.0,0,47706.0,0,0.0,1,0.0,1,0.6,0.8789229591687521
312,1,1150.0,711.0,9.899494936611664,14.0,0.8899304461936266,0.0,1,9.0,0,0.0,0,1.0,0,0.0,1,0.4,0.911794900894165
313,1,861.0,713.0,16.24807680927192,24.0,0.9040091909005226,14.0,0,0.0,1,0.0,0,0.0,1,2.0,0,0.4,0.32305747270584106
314,1,556.0,721.0,4.123105625617661,7.0,0.9967970486799786,0.0,1,2.0,0,0.0,0,0.0,1,2.0,0,0.4,0.9100566109021505
315,1,812.0,722.0,20.248456731316587,34.0,0.922171206308336,15.0,0,8.0,0,0.0,0,0.0,1,0.0,1,0.4,0.7335869471232096
316,1,1024.0,723.0,19.72308292331602,27.0,0.9361042992478076,18.0,0,8.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8468396464983622
317,1,711.0,725.0,47820.00013592639,47825.0,0.0382333052922587,3.0,0,2.0,0,47820.0,0,0.0,1,0.0,1,0.4,0.8219450314839681
318,1,761.0,729.0,52.38320341483518,60.0,0.8938900734328876,52.0,0,2.0,0,0.0,0,0.0,1,0.0,1,0.4,0.7292447487513224
319,1,808.0,735.0,52203.00061299159,52211.0,0.3040934303746236,0.0,1,8.0,0,52203.0,0,0.0,1,0.0,1,0.6,0.8844104607899984
320,1,165.0,736.0,11.445523142259598,15.0,0.8919728001026929,0.0,1,3.0,0,0.0,0,0.0,1,1.0,0,0.4,0.8679684996604919
321,1,1002.0,740.0,9.539392014169456,17.0,0.906016545995462,5.0,0,4.0,0,0.0,0,1.0,0,0.0,1,0.2,0.6110663463672003
322,1,1031.0,741.0,16.30950643030009,28.0,0.9775477564839288,8.0,0,9.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8131599823633829
323,1,1088.0,746.0,62012.00158033927,62026.0,0.2741979320857263,0.0,1,14.0,0,62012.0,0,0.0,1,0.0,1,0.6,0.8762783408164978
324,1,718.0,754.0,85207.00071003556,85218.0,0.0869918687171646,0.0,1,11.0,0,85207.0,0,0.0,1,0.0,1,0.6,0.8631309270858765
325,1,1016.0,756.0,53.04714883949938,56.0,0.908577583660132,53.0,0,1.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8071334560712179
326,1,968.0,760.0,47815.0003764509,47821.0,0.1005697572133275,0.0,1,6.0,0,47815.0,0,0.0,1,0.0,1,0.6,0.8942822217941284
327,1,265.0,762.0,47628.00047241119,47637.0,0.1317876374973111,6.0,0,3.0,0,47628.0,0,0.0,1,0.0,1,0.4,0.8604967594146729
328,1,1033.0,764.0,41.24318125460256,47.0,0.6011063583510148,41.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.4,0.9023945530255636
329,1,513.0,767.0,55.23585791856591,61.0,0.9054195143835596,55.0,0,1.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8289390405019125
330,1,674.0,769.0,92000.00013586956,92005.0,0.0190623368315713,0.0,1,5.0,0,92000.0,0,0.0,1,0.0,1,0.6,0.8447557290395101
331,1,1206.0,770.0,4.123105625617661,7.0,0.9975946600488363,0.0,1,2.0,0,0.0,0,0.0,1,2.0,0,0.4,0.9097791711489359
332,1,1269.0,773.0,14.071247279470288,24.0,0.9880836682053966,9.0,0,9.0,0,0.0,0,0.0,1,0.0,1,0.4,0.5772622476021448
333,1,701.0,780.0,57.0087712549569,58.0,0.92025009793939,57.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6,0.9127044876416525
334,1,1197.0,783.0,11.04536101718726,12.0,0.9097372589124068,0.0,1,11.0,0,0.0,0,0.0,1,0.0,1,0.6,0.9169254700342814
335,1,915.0,786.0,8.94427190999916,12.0,0.9895499028185102,0.0,1,8.0,0,0.0,0,0.0,1,0.0,1,0.6,0.9165721933046976
336,1,856.0,792.0,81291.00030138638,81298.0,0.2595156933636716,0.0,1,7.0,0,81291.0,0,0.0,1,0.0,1,0.6,0.9010308583577474
337,1,152.0,793.0,36.6742416417845,43.0,0.9498311040728272,36.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6,0.8810743689537048
338,1,964.0,794.0,42.20189569201838,47.0,0.8309856102237733,42.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.4,0.907828132311503
339,1,653.0,796.0,39.56008088970496,49.0,0.9330449231726896,38.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6,0.9095514416694641
340,1,904.0,799.0,12.24744871391589,18.0,0.9472946822567112,1.0,0,10.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8912182847658793
341,1,867.0,800.0,22.15851980616034,29.0,0.99679727179524,21.0,0,7.0,0,0.0,0,0.0,1,0.0,1,0.4,0.6189227998256683
342,1,191.0,802.0,9.486832980505138,12.0,0.9587572982879636,0.0,1,9.0,0,0.0,0,0.0,1,0.0,1,0.6,0.9144878586133321
343,1,862.0,803.0,47810.00018824514,47816.0,0.0198491434799629,3.0,0,3.0,0,47810.0,0,0.0,1,0.0,1,0.4,0.8652357061704
344,1,885.0,805.0,53.16013544000805,58.0,0.87742313969818,53.0,0,4.0,0,0.0,0,0.0,1,0.0,1,0.4,0.6871431966622671
345,1,720.0,812.0,21.840329667841555,35.0,0.9776200660713302,16.0,0,14.0,0,0.0,0,0.0,1,0.0,1,0.4,0.3538609097401301
346,1,1200.0,815.0,13.490737563232042,20.0,0.7957158646654571,0.0,1,10.0,0,0.0,0,1.0,0,0.0,1,0.4,0.862209141254425
347,1,1107.0,819.0,23.89560629069704,37.0,0.9112135624029568,21.0,0,9.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8576043844223022
348,1,803.0,820.0,45199.00027655479,45204.0,0.0873708741099485,0.0,1,5.0,0,45199.0,0,0.0,1,0.0,1,0.6,0.9094153046607971
349,1,310.0,822.0,58.137767414994535,62.0,0.9183297479425596,58.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6,0.9125327865282694
350,1,1288.0,825.0,84219.00037996177,84227.0,0.2323878117456115,0.0,1,8.0,0,84219.0,0,0.0,1,0.0,1,0.6,0.9023942550023397
351,1,345.0,830.0,19.33907960581372,28.0,0.946027607000556,17.0,0,9.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8407274881998698
352,1,1196.0,831.0,16.431676725154983,26.0,0.9702673587582836,7.0,0,14.0,0,0.0,0,0.0,1,0.0,1,0.4,0.5853101511796316
353,1,605.0,832.0,15.652475842498529,23.0,0.7739270355041928,0.0,1,12.0,0,0.0,0,1.0,0,0.0,1,0.4,0.7700798710187277
354,1,765.0,833.0,18108.002236580374,18117.0,0.182879320648051,0.0,1,9.0,0,18108.0,0,0.0,1,0.0,1,0.6,0.8683917919794718
355,1,689.0,835.0,41.43669871020132,47.0,0.9405214564388132,41.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6,0.9071110685666403
356,1,891.0,847.0,46.400431032480725,53.0,0.5966742545757667,46.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8830872774124146
357,1,1097.0,853.0,47.07440918375928,56.0,0.9415442292482866,46.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6,0.9033297697703043
358,1,316.0,854.0,96089.00025497196,96096.0,0.0504898862702504,0.0,1,7.0,0,96089.0,0,0.0,1,0.0,1,0.6,0.898715873559316
359,1,367.0,861.0,15.264337522473747,19.0,0.9458379949149748,15.0,0,0.0,1,0.0,0,0.0,1,2.0,0,0.4,0.5552495668331782
